ImagePath,Caption,Label,skin_type_gt,gender_gt,age,smile,facialHair_moustache,facialHair_beard,facialHair_sideburns,glasses,hair_bald,hair_invisible,makeup_eyeMakeup,makeup_lipMakeup,occlusion_foreheadOccluded,occlusion_eyeOccluded,occlusion_mouthOccluded,accessories_headWear,accessories_glasses,accessories_mask,blur_blurLevel,exposure_exposureLevel,noise_noiseLevel,ImagePath_rect_left,ImagePath_rect_top,ImagePath_rect_width,ImagePath_rect_height,face_light_gt,hair_length_gt,long_medium_hair_gt,glasses_gt
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\180.jpg,Image Description,TRUE,lighter,female,52,0.996,0,0,0,ReadingGlasses,0.05,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,low,35,46,74,74,yes,medium_hair,TRUE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\181.jpg,Image Description,TRUE,lighter,female,39,1,0,0,0,NoGlasses,0.57,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,30,50,67,67,yes,tied_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\182.jpg,Image Description,TRUE,lighter,female,44,1,0,0,0,NoGlasses,0.1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,medium,38,47,60,60,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\183.jpg,Image Description,TRUE,lighter,female,42,1,0,0,0,NoGlasses,0.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,43,42,56,56,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\184.jpg,Image Description,TRUE,lighter,female,40,1,0,0,0,NoGlasses,0.36,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,31,53,66,66,yes,tied_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\185.jpg,Image Description,TRUE,lighter,female,37,1,0,0,0,NoGlasses,0.21,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,33,46,60,60,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\186.jpg,Image Description,TRUE,lighter,female,36,1,0,0,0,NoGlasses,0.15,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,high,29,47,62,62,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\187.jpg,Image Description,TRUE,lighter,female,33,1,0,0,0,NoGlasses,0.51,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,high,goodExposure,high,42,50,60,60,yes,tied_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\188.jpg,Image Description,FALSE,lighter,female,38,0.999,0,0,0,ReadingGlasses,0.25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,45,47,60,60,yes,long_hair,TRUE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\189.jpg,Image Description,TRUE,lighter,female,32,1,0,0,0,NoGlasses,0.04,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,40,56,62,62,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\19.jpg,Image Description,TRUE,lighter,male,49,1,0.4,0.4,0.1,ReadingGlasses,0.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,medium,41,43,64,64,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\190.jpg,Image Description,TRUE,lighter,female,54,1,0,0,0,NoGlasses,0.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,high,39,54,59,59,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\191.jpg,Image Description,TRUE,lighter,female,50,0.999,0,0,0,NoGlasses,0.08,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,28,45,58,58,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\192.jpg,Image Description,TRUE,lighter,female,51,0.989,0,0,0,NoGlasses,0.04,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,low,26,48,62,62,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\193.jpg,Image Description,TRUE,lighter,female,54,1,0,0,0,NoGlasses,0.09,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,29,50,61,61,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\194.jpg,Image Description,TRUE,lighter,female,54,1,0,0,0,ReadingGlasses,0.09,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,38,45,62,62,yes,long_hair,TRUE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\195.jpg,Image Description,TRUE,lighter,female,42,1,0,0,0,NoGlasses,0.02,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,high,31,55,60,60,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\196.jpg,Image Description,TRUE,lighter,female,57,1,0,0,0,ReadingGlasses,0.05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,30,50,58,58,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\197.jpg,Image Description,TRUE,lighter,female,56,1,0,0,0,NoGlasses,0.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,42,50,55,55,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\198.jpg,Image Description,TRUE,lighter,female,33,1,0,0,0,NoGlasses,0.05,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,33,55,63,63,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\199.jpg,Image Description,TRUE,lighter,female,48,1,0,0,0,NoGlasses,0.05,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,33,50,58,58,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\2.jpg,Image Description,TRUE,lighter,male,62,1,0.1,0.1,0.1,ReadingGlasses,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,medium,33,56,63,63,some,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\20.jpg,Image Description,TRUE,lighter,male,32,0.073,0.1,0.1,0.1,NoGlasses,0.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,37,51,70,70,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\21.jpg,Image Description,TRUE,lighter,male,60,0.136,0.1,0.1,0.1,NoGlasses,0.13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,32,52,64,64,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\22.jpg,Image Description,TRUE,lighter,male,65,0.786,0.1,0.1,0.1,ReadingGlasses,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.94,0,low,goodExposure,medium,24,60,70,70,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\23.jpg,Image Description,TRUE,lighter,male,45,1,0.1,0.1,0.1,ReadingGlasses,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.97,0,low,goodExposure,low,42,51,61,61,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\24.jpg,Image Description,TRUE,lighter,male,39,0.972,0.1,0.1,0.1,NoGlasses,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,33,41,63,63,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\25.jpg,Image Description,TRUE,lighter,male,54,0.009,0.1,0.1,0.1,NoGlasses,0.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,42,53,64,64,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\26.jpg,Image Description,TRUE,lighter,male,58,0.63,0.1,0.1,0.1,NoGlasses,0.22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,28,48,62,62,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\27.jpg,Image Description,TRUE,lighter,male,58,0.921,0.1,0.1,0.1,NoGlasses,0.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,25,45,70,70,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\28.jpg,Image Description,TRUE,lighter,male,70,0.004,0.1,0.1,0.1,NoGlasses,0.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,39,49,65,65,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\29.jpg,Image Description,TRUE,lighter,male,48,1,0.1,0.1,0.1,NoGlasses,0.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,35,49,58,58,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\3.jpg,Image Description,TRUE,lighter,male,61,0.999,0.1,0.1,0.1,NoGlasses,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,22,51,77,77,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\30.jpg,Image Description,TRUE,lighter,male,60,0.521,0.1,0.1,0.1,ReadingGlasses,0.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,medium,goodExposure,high,30,45,60,60,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\31.jpg,Image Description,TRUE,lighter,male,57,0.991,0.1,0.1,0.1,NoGlasses,0.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,28,56,64,64,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\32.jpg,Image Description,TRUE,lighter,male,60,0.714,0.6,0.6,0.1,NoGlasses,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,high,26,45,67,67,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\33.jpg,Image Description,TRUE,lighter,male,58,1,0.1,0.1,0.1,NoGlasses,0.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,28,54,63,63,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\34.jpg,Image Description,TRUE,lighter,male,48,0.974,0.1,0.1,0.1,ReadingGlasses,0.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,38,49,63,63,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\35.jpg,Image Description,TRUE,lighter,male,44,1,0.6,0.6,0.1,NoGlasses,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,high,29,41,60,60,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\36.jpg,Image Description,TRUE,lighter,male,55,0.926,0.1,0.4,0.1,ReadingGlasses,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,23,49,74,74,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\37.jpg,Image Description,TRUE,lighter,male,61,0.009,0.1,0.1,0.1,ReadingGlasses,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,37,51,68,68,yes,medium_hair,TRUE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\38.jpg,Image Description,TRUE,lighter,male,56,1,0.1,0.1,0.1,NoGlasses,0.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,27,50,68,68,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\39.jpg,Image Description,TRUE,lighter,male,50,0.205,0.1,0.1,0.1,ReadingGlasses,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,overExposure,medium,25,51,64,64,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\4.jpg,Image Description,TRUE,lighter,male,36,0,0.4,0.4,0.1,NoGlasses,0.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,low,31,46,63,63,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\40.jpg,Image Description,TRUE,lighter,male,63,0.001,0.1,0.1,0.1,ReadingGlasses,0.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.89,0,low,goodExposure,low,28,45,66,66,some,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\41.jpg,Image Description,TRUE,lighter,male,50,0.196,0.1,0.1,0.1,ReadingGlasses,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,medium,34,49,72,72,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\42.jpg,Image Description,TRUE,lighter,male,49,0,0.1,0.1,0.1,ReadingGlasses,0.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,low,32,46,68,68,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\43.jpg,Image Description,TRUE,lighter,male,49,0.519,0.4,0.4,0.1,NoGlasses,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,30,51,66,66,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\44.jpg,Image Description,FALSE,lighter,male,43,0.774,0.1,0.1,0.1,NoGlasses,0.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,35,47,58,58,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\45.jpg,Image Description,TRUE,lighter,male,54,0.963,0.4,0.4,0.1,ReadingGlasses,0.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.88,0,low,goodExposure,low,30,57,72,72,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\46.jpg,Image Description,TRUE,lighter,male,60,0.255,0.1,0.1,0.1,NoGlasses,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,high,20,49,81,81,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\47.jpg,Image Description,TRUE,lighter,male,43,0.449,0.1,0.1,0.1,ReadingGlasses,0.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,36,55,63,63,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\48.jpg,Image Description,TRUE,lighter,male,54,0.285,0.1,0.1,0.1,NoGlasses,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,39,49,59,59,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\49.jpg,Image Description,TRUE,lighter,male,54,1,0.1,0.1,0.1,ReadingGlasses,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,medium,24,47,66,66,yes,bald,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\5.jpg,Image Description,TRUE,lighter,male,48,0.991,0.1,0.1,0.1,NoGlasses,0.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,33,45,61,61,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\50.jpg,Image Description,TRUE,lighter,male,44,1,0.1,0.1,0.1,ReadingGlasses,0.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,overExposure,low,39,58,67,67,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\51.jpg,Image Description,TRUE,lighter,male,58,0.818,0.1,0.1,0.1,ReadingGlasses,0.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,38,52,65,65,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\52.jpg,Image Description,TRUE,lighter,male,38,1,0.4,0.4,0.4,ReadingGlasses,0.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,medium,31,53,67,67,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\53.jpg,Image Description,TRUE,lighter,male,49,0.996,0.1,0.1,0.1,NoGlasses,0.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,35,50,59,59,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\54.jpg,Image Description,TRUE,lighter,male,40,1,0.1,0.1,0.1,NoGlasses,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,high,35,50,63,63,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\55.jpg,Image Description,TRUE,lighter,male,56,0.305,0.4,0.1,0.1,NoGlasses,0.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,38,54,65,65,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\56.jpg,Image Description,TRUE,lighter,male,51,0.001,0.1,0.1,0.1,NoGlasses,0.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,36,49,66,66,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\57.jpg,Image Description,TRUE,lighter,male,42,0.999,0.1,0.4,0.1,NoGlasses,0.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,36,51,63,63,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\58.jpg,Image Description,TRUE,lighter,male,54,0.997,0.6,0.6,0.1,NoGlasses,0.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,medium,35,53,57,57,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\59.jpg,Image Description,TRUE,lighter,male,55,0.015,0.1,0.1,0.1,NoGlasses,0.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,high,30,46,60,60,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\6.jpg,Image Description,TRUE,lighter,male,47,0.512,0.1,0.1,0.1,NoGlasses,0.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,36,51,61,61,some,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\60.jpg,Image Description,TRUE,lighter,male,49,0.553,0.1,0.1,0.1,ReadingGlasses,0.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,31,46,68,68,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\61.jpg,Image Description,TRUE,lighter,male,45,1,0.1,0.1,0.1,ReadingGlasses,0.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.97,0,low,goodExposure,medium,30,55,61,61,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\62.jpg,Image Description,TRUE,lighter,male,32,1,0.1,0.1,0.1,NoGlasses,0.52,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,32,52,66,66,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\63.jpg,Image Description,TRUE,lighter,male,49,0.787,0.4,0.4,0.1,NoGlasses,0.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,high,37,53,63,63,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\64.jpg,Image Description,TRUE,lighter,male,58,0,0.1,0.1,0.1,ReadingGlasses,0.08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.99,0,low,overExposure,low,41,52,66,66,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\65.jpg,Image Description,TRUE,lighter,male,45,0.885,0.1,0.1,0.1,NoGlasses,0.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,35,48,65,65,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\66.jpg,Image Description,TRUE,lighter,male,48,1,0.1,0.1,0.1,NoGlasses,0.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,42,54,65,65,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\67.jpg,Image Description,TRUE,lighter,male,55,1,0.1,0.1,0.1,ReadingGlasses,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.98,0,low,goodExposure,low,25,50,67,67,yes,bald,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\68.jpg,Image Description,TRUE,lighter,male,42,1,0.1,0.1,0.1,ReadingGlasses,0.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,low,35,46,66,66,some,medium_hair,TRUE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\69.jpg,Image Description,TRUE,lighter,male,59,0.101,0.1,0.1,0.1,NoGlasses,0.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,32,54,65,65,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\7.jpg,Image Description,TRUE,lighter,male,57,1,0.1,0.1,0.1,NoGlasses,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,44,50,64,64,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\70.jpg,Image Description,TRUE,lighter,male,47,1,0.1,0.1,0.1,NoGlasses,0.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,34,49,64,64,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\71.jpg,Image Description,TRUE,lighter,male,71,0.262,0.1,0.1,0.1,NoGlasses,0.53,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,25,37,71,71,some,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\72.jpg,Image Description,TRUE,lighter,male,43,1,0.4,0.4,0.1,NoGlasses,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,high,25,45,69,69,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\73.jpg,Image Description,TRUE,lighter,male,45,1,0.1,0.1,0.1,NoGlasses,0.08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,36,53,68,68,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\74.jpg,Image Description,TRUE,lighter,male,53,0,0.1,0.1,0.1,NoGlasses,0.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,22,46,72,72,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\75.jpg,Image Description,TRUE,lighter,male,60,0.185,0.1,0.1,0.1,ReadingGlasses,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,medium,43,47,56,56,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\76.jpg,Image Description,TRUE,lighter,male,43,0.898,0.1,0.1,0.1,NoGlasses,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,34,46,70,70,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\77.jpg,Image Description,TRUE,lighter,male,56,0,0.1,0.1,0.1,ReadingGlasses,0.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,low,35,49,58,58,some,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\78.jpg,Image Description,TRUE,lighter,male,58,1,0.1,0.1,0.1,NoGlasses,0.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,28,51,67,67,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\79.jpg,Image Description,TRUE,lighter,male,54,0.889,0.4,0.6,0.1,NoGlasses,0.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,high,31,51,65,65,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\8.jpg,Image Description,TRUE,lighter,male,32,0.013,0.1,0.1,0.1,ReadingGlasses,0.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.97,0,low,goodExposure,low,41,49,65,65,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\80.jpg,Image Description,TRUE,lighter,male,56,0.984,0.1,0.1,0.1,NoGlasses,0.03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,medium,31,47,65,65,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\81.jpg,Image Description,TRUE,lighter,male,33,0.991,0.1,0.1,0.1,NoGlasses,0.07,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,28,51,62,62,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Finland\82.jpg,Image Description,TRUE,lighter,male,38,0,0.1,0.4,0.1,ReadingGlasses,0.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,overExposure,low,28,46,64,64,yes,short_hair,FALSE,yes_thin
